**** Molotov v1.6. Happy breaking! ****
Loading extension 'bzt.resources.molotov_ext'
Preparing 10 workers...
OK
SUCCESSES: 0 | FAILURES: 0 | WORKERS: 0
SUCCESSES: 2350 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2354 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2358 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2358 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2362 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2365 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2371 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2375 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2380 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2382 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2384 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2389 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2392 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2393 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2397 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2399 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2402 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2406 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2408 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2410 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2411 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2414 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2417 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2419 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2422 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2425 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2427 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2431 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2433 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2437 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2440 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2442 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2443 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2447 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2450 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2451 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2456 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2456 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2459 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2461 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2466 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2466 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2467 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2472 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2476 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2479 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2482 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2487 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2488 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2491 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2493 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2497 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2501 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2504 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2505 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2509 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2510 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2514 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2516 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2519 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2523 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2524 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2526 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2527 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2529 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2532 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2538 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2540 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2543 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2545 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2549 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2550 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2553 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2558 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2558 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2560 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2564 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2565 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2567 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2571 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2572 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2575 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2577 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2578 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2583 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2586 | FAILURES: 0 | WORKERS: 8
SUCCESSES: 2589 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2590 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2593 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2597 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2601 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2601 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2606 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2609 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2614 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2617 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2620 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2623 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2624 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2628 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2630 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2634 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2637 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2639 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2643 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2647 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2648 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2651 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2654 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2659 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2662 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2665 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2668 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2671 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2674 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2680 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2680 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2683 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2688 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2691 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2695 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2697 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2699 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2701 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2705 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2710 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2713 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2716 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2721 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2723 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2724 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2726 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2730 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2735 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2739 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2743 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2746 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2747 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2751 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2755 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2760 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2763 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2767 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2770 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2771 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2773 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2776 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2782 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2786 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2789 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2794 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2795 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2798 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2800 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2803 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2807 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2811 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2815 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2817 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2821 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2823 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2825 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2828 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2830 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2835 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2837 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2840 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2845 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2847 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2849 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2851 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2855 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2861 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2863 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2863 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2869 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2871 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2874 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2876 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2878 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2882 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2888 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2888 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2893 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2896 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2898 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2902 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2904 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2909 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2911 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2913 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2918 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2919 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2920 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2924 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2924 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2927 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2931 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2933 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2936 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2939 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2942 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2947 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2948 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2950 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2955 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2957 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2962 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2964 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2966 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2970 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2972 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2973 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2976 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2980 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2983 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2987 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2989 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2993 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2995 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2998 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 2999 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 3003 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 3008 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 3011 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 3011 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 3014 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 3017 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 3018 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 3021 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 3025 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 3029 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 3032 | FAILURES: 0 | WORKERS: 9
SUCCESSES: 3034 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3036 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3038 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3043 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3047 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3049 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3052 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3056 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3058 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3060 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3065 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3068 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3072 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3074 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3077 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3079 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3083 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3087 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3091 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3093 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3097 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3101 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3103 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3106 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3111 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3114 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3118 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3121 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3123 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3128 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3129 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3131 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3135 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3139 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3140 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3141 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3145 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3149 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3152 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3155 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3160 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3166 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3168 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3172 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3174 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3176 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3181 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3185 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3187 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3188 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3193 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3199 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3200 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3200 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3203 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3206 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3212 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3212 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3212 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3217 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3219 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3223 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3225 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3229 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3231 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3234 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3239 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3243 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3245 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3247 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3253 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3256 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3260 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3262 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3263 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3270 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3273 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3275 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3279 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3283 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3286 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3289 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3294 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3296 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3298 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3300 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3304 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3306 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3308 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3311 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3318 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3318 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3319 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3319 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3326 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3327 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3331 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3334 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3336 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3339 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3342 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3346 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3349 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3350 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3355 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3358 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3363 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3363 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3366 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3370 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3375 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3378 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3379 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3383 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3387 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3389 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3392 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3396 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3400 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3401 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3406 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3409 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3409 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3414 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3415 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3418 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3422 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3424 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3429 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3430 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3432 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3435 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3439 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3445 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3447 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3449 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3453 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3457 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3459 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3464 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3466 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3467 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3468 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3472 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3475 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3481 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3484 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3488 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3491 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3495 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3496 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3499 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3501 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3504 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3509 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3509 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3511 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3516 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3520 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3522 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3525 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3527 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3530 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3534 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3537 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3537 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3539 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3542 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3546 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3550 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3553 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3557 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3560 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3563 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3565 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3568 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3570 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3574 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3575 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3577 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3581 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3583 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3585 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3589 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3591 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3596 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3603 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3604 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3604 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3608 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3610 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3612 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3615 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3618 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3621 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3626 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3626 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3630 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3632 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3635 | FAILURES: 0 | WORKERS: 10
SUCCESSES: 3639 | FAILURES: 0 | WORKERS: 10
